Round,Accuracy (%),Epsilon Acumulado
1,11.34,1.0
2,13.61,1.8
3,27.99,2.4000000000000004
4,45.31,2.9000000000000004
5,50.27,3.4000000000000004
6,37.51,3.9000000000000004
7,35.66,4.4
8,37.49,5.9
9,39.519999999999996,7.2
10,40.58,8.3
11,43.5,9.200000000000001
12,42.86,9.900000000000002
13,46.73,10.400000000000002
14,49.980000000000004,11.900000000000002
15,51.51,13.200000000000003
16,52.59,14.300000000000002
17,53.61,15.200000000000003
18,55.82,15.900000000000004
19,55.87,16.400000000000006
20,57.269999999999996,17.900000000000006
21,57.769999999999996,19.200000000000006
22,58.19,20.300000000000008
23,59.050000000000004,21.20000000000001
24,58.919999999999995,21.90000000000001
25,58.730000000000004,22.40000000000001
26,58.269999999999996,22.90000000000001
27,58.36,24.40000000000001
28,58.60999999999999,25.70000000000001
29,58.540000000000006,26.80000000000001
30,58.720000000000006,27.70000000000001
31,58.29,28.40000000000001
32,58.18,28.90000000000001
33,58.39,30.40000000000001
34,58.440000000000005,31.70000000000001
35,58.75,32.80000000000001
36,58.589999999999996,33.70000000000001
37,59.29,34.40000000000001
38,59.85,34.90000000000001
39,60.4,35.40000000000001
40,60.61,35.90000000000001
41,61.27,37.40000000000001
42,61.67,38.70000000000001
43,61.95,39.80000000000001
44,62.260000000000005,40.70000000000001
45,62.96000000000001,41.40000000000001
46,63.27,41.90000000000001
47,63.519999999999996,43.40000000000001
48,63.82,44.70000000000001
49,64.31,45.80000000000001
50,64.58,46.70000000000001
51,64.8,47.40000000000001
52,65.18,47.90000000000001
53,65.63,48.40000000000001
54,66.25,49.90000000000001
55,66.53999999999999,51.20000000000001
56,66.86,52.30000000000001
57,67.22,53.20000000000001
58,67.62,53.90000000000001
59,68.01,54.40000000000001
60,68.49,54.90000000000001
61,68.78999999999999,56.40000000000001
62,69.1,57.70000000000001
63,69.46,58.80000000000001
64,69.71000000000001,59.70000000000001
65,70.03,60.40000000000001
66,70.32000000000001,60.90000000000001
67,70.78,61.40000000000001
68,71.08,62.90000000000001
69,71.28999999999999,64.20000000000002
70,71.59,65.30000000000001
71,71.92,66.20000000000002
72,72.25,66.90000000000002
73,72.61,67.40000000000002
74,72.97,67.90000000000002
75,73.26,69.40000000000002
76,73.6,70.70000000000002
77,73.89,71.80000000000001
78,74.18,72.70000000000002
79,74.28,73.40000000000002
80,74.46000000000001,73.90000000000002
81,74.67,74.40000000000002
82,74.83,75.90000000000002
83,75.03999999999999,77.20000000000002
84,75.25,78.30000000000001
85,75.5,79.20000000000002
86,75.81,79.90000000000002
87,75.98,80.40000000000002
88,76.3,80.90000000000002
89,76.53,82.40000000000002
90,76.75999999999999,83.70000000000002
91,76.99000000000001,84.80000000000001
92,77.14,85.70000000000002
93,77.32,86.40000000000002
94,77.61,86.90000000000002
95,77.60000000000001,87.40000000000002
96,77.84,87.90000000000002
97,77.92999999999999,89.40000000000002
98,78.12,90.70000000000002
99,78.31,91.80000000000001
100,78.45,92.70000000000002
